id,group,aritfact
0,org.springframework.boot,spring-boot-dependencies
1,commons-dbcp,commons-dbcp
2,net.sourceforge.htmlunit,htmlunit
3,com.google.code.gson,gson
4,com.google.inject,guice
5,com.github.stefanbirkner,system-lambda
6,org.slf4j,slf4j-api
7,ch.qos.logback,logback-classic
8,ch.qos.logback,logback-core
9,org.projectlombok,lombok
10,org.junit.jupiter,junit-jupiter-engine
11,org.mockito,mockito-core
12,org.junit.jupiter,junit-jupiter-api
13,junit,junit
14,org.springframework,spring-webmvc
15,org.springframework.boot,spring-boot-starter-web
16,org.junit.jupiter,junit-jupiter-params
17,org.junit.jupiter,junit-jupiter-migrationsupport
18,de.flapdoodle.embed,de.flapdoodle.embed.mongo
19,org.mongodb,bson
20,org.mongodb,mongodb-driver-legacy
21,org.springframework,spring-context
22,org.springframework.boot,spring-boot-starter-thymeleaf
23,org.springframework,spring-test
24,com.h2database,h2
25,org.joda,joda-money
26,org.springframework.boot,spring-boot-starter
27,org.springframework.boot,spring-boot-starter-data-jpa
28,org.springframework.boot,spring-boot-starter-test
29,org.mockito,mockito-inline
30,org.hibernate,hibernate-core
31,org.glassfish.jaxb,jaxb-runtime
32,javax.xml.bind,jaxb-api
33,org.springframework.data,spring-data-jpa
34,javax.annotation,javax.annotation-api
35,com.iluwatar,model-view-controller
36,org.hamcrest,hamcrest-core
37,net.java.dev.swing-layout,swing-layout
38,jakarta.servlet,jakarta.servlet-api
39,org.apache.commons,commons-lang3
40,com.fasterxml.jackson.core,jackson-databind
41,org.mockito,mockito-junit-jupiter
42,org.zkoss.zk,zkbind
43,org.springframework.boot,spring-boot-starter-actuator
44,org.springframework.boot,spring-boot-starter-aop
45,cn.hutool,hutool-all
46,org.springframework.boot,spring-boot-configuration-processor
47,com.macro.mall,mall-common
48,com.macro.mall,mall-mbg
49,com.macro.mall,mall-security
50,com.github.pagehelper,pagehelper-spring-boot-starter
51,com.github.pagehelper,pagehelper
52,com.alibaba,druid-spring-boot-starter
53,io.springfox,springfox-boot-starter
54,io.swagger,swagger-models
55,io.swagger,swagger-annotations
56,org.mybatis.generator,mybatis-generator-core
57,org.mybatis,mybatis
58,mysql,mysql-connector-java
59,org.springframework.data,spring-data-commons
60,io.jsonwebtoken,jjwt
61,com.aliyun.oss,aliyun-sdk-oss
62,net.logstash.logback,logstash-logback-encoder
63,io.minio,minio
64,org.springframework.boot,spring-boot-starter-data-elasticsearch
65,org.springframework.boot,spring-boot-starter-data-redis
66,org.springframework.boot,spring-boot-starter-validation
67,org.springframework.boot,spring-boot-starter-security
68,org.springframework.boot,spring-boot-starter-data-mongodb
69,org.springframework.boot,spring-boot-starter-amqp
70,com.alipay.sdk,alipay-sdk-java
71,org.springframework.boot,spring-boot
72,org.springframework,spring-core
73,org.apache.logging.log4j,log4j-api
74,org.bouncycastle,bcprov-jdk18on
75,org.springframework.boot.maven.it,jar-snapshot
76,org.springframework.boot.maven.it,jar-release
77,javax.servlet,servlet-api
78,org.springframework.boot.maven.it,acme-lib
79,org.springframework.boot.maven.it.another,acme-lib
80,org.springframework.boot.maven.it,build-image-multi-module-library
81,org.springframework.boot,spring-boot-test
82,org.assertj,assertj-core
83,org.junit.jupiter,junit-jupiter
84,com.example,sample
85,org.jetbrains.kotlin,kotlin-stdlib-jdk8
86,org.jetbrains.kotlin,kotlin-reflect
87,org.jetbrains.kotlin,kotlin-compiler
88,org.springframework.boot.maven.it,layout
89,org.springframework.boot,spring-boot-loader-tools
90,org.springframework.boot.maven.it,jar
91,org.springframework.boot.maven.it,jar-classifier
92,org.junit,junit-bom
93,org.apache.commons,commons-collections4
94,org.slf4j,jcl-over-slf4j
95,org.junit.vintage,junit-vintage-engine
96,org.hamcrest,hamcrest
97,org.hamcrest,hamcrest-all
98,org.apache.maven.surefire,surefire-logger-api
99,org.baeldung.pmd,custom-pmd
100,org.jetbrains,annotations
101,org.apache.kafka,kafka-clients
102,org.apache.kafka,kafka-streams
103,org.slf4j,slf4j-log4j12
104,org.apache.flink,flink-connector-kafka
105,org.apache.flink,flink-streaming-java
106,org.apache.flink,flink-core
107,org.apache.flink,flink-java
108,org.apache.flink,flink-test-utils
109,com.google.guava,guava
110,org.awaitility,awaitility
111,org.awaitility,awaitility-proxy
112,com.fasterxml.jackson.datatype,jackson-datatype-jsr310
113,org.testcontainers,kafka
114,org.testcontainers,junit-jupiter
115,org.apache.spark,spark-core_2.11
116,org.apache.spark,spark-sql_2.11
117,org.apache.spark,spark-graphx_2.11
118,org.apache.spark,spark-streaming_2.11
119,org.apache.spark,spark-mllib_2.11
120,org.apache.spark,spark-streaming-kafka-0-10_2.11
121,com.datastax.spark,spark-cassandra-connector_2.11
122,com.datastax.spark,spark-cassandra-connector-java_2.11
123,org.springframework,spring-web
124,org.springframework,spring-orm
125,org.springframework.retry,spring-retry
126,org.springframework,spring-websocket
127,org.springframework,spring-messaging
128,org.springframework,spring-aspects
129,org.javassist,javassist
130,com.mysql,mysql-connector-j
131,org.hsqldb,hsqldb
132,org.hibernate,hibernate-validator
133,javax.servlet,javax.servlet-api
134,javax.servlet,jstl
135,net.javacrumbs.shedlock,shedlock-spring
136,net.javacrumbs.shedlock,shedlock-provider-jdbc-template
137,org.json,json
138,javax.json.bind,javax.json.bind-api
139,com.networknt,json-schema-validator
140,org.glassfish,javax.json
141,org.eclipse,yasson
142,net.javacrumbs.json-unit,json-unit-assertj
143,joda-time,joda-time
144,commons-io,commons-io
145,com.alibaba,fastjson
146,org.jsonschema2pojo,jsonschema2pojo-core
147,com.jsoniter,jsoniter
148,com.squareup.moshi,moshi
149,com.squareup.moshi,moshi-adapters
150,com.fasterxml.jackson.core,jackson-annotations
151,com.io-informatics.oss,jackson-jsonld
152,de.escalon.hypermedia,hydra-jsonld
153,com.github.jsonld-java,jsonld-java
154,com.github.victools,jsonschema-generator
155,com.github.victools,jsonschema-module-jackson
156,jakarta.validation,jakarta.validation-api
157,com.github.victools,jsonschema-module-jakarta-validation
158,com.jayway.jsonpath,json-path
159,org.python,jython-slim
160,org.apache.commons,commons-exec
161,com.fasterxml.jackson.dataformat,jackson-dataformat-xml
162,com.fasterxml.jackson.datatype,jackson-datatype-joda
163,com.fasterxml.jackson.core,jackson-core
164,com.fasterxml.jackson.jr,jackson-jr-all
165,com.fasterxml.jackson.jr,jackson-jr-annotation-support
166,com.fasterxml.jackson.module,jackson-module-jsonSchema
167,com.fasterxml.jackson.datatype,jackson-datatype-jdk8
168,io.rest-assured,json-schema-validator
169,io.rest-assured,json-path
170,org.springframework.boot,spring-boot-starter-data-jdbc
171,com.fasterxml.jackson.dataformat,jackson-dataformat-yaml
172,com.fasterxml.jackson.dataformat,jackson-dataformat-csv
173,org.mock-server,mockserver-netty
174,org.reflections,reflections
175,jakarta.platform,jakarta.jakartaee-web-api
176,org.eclipse.microprofile,microprofile
177,org.apache.derby,derby
178,org.apache.cxf,cxf-rt-rs-client
179,org.apache.cxf,cxf-rt-rs-mp-client
180,io.micronaut,micronaut-bom
181,io.micronaut,micronaut-runtime
182,io.micronaut,micronaut-http-client
183,io.micronaut,micronaut-http-server-netty
184,jakarta.annotation,jakarta.annotation-api
185,io.micronaut,micronaut-inject
186,io.micronaut,micronaut-validation
187,io.micronaut.rxjava3,micronaut-rxjava3
188,io.micronaut.rxjava3,micronaut-rxjava3-http-client
189,io.micronaut.serde,micronaut-serde-jackson
190,io.micronaut.test,micronaut-test-junit5
191,org.wso2.msf4j,msf4j-service
192,org.wso2.msf4j,msf4j-spring
193,org.wso2.msf4j,msf4j-mustache-template
194,com.strategicgains,RestExpress
195,com.strategicgains,Syntaxe
196,com.strategicgains.repoexpress,repoexpress-mongodb
197,com.strategicgains.plugin-express,CacheControlPlugin
198,com.strategicgains,HyperExpressPlugin
199,com.strategicgains.plugin-express,MetricsPlugin
200,com.strategicgains.plugin-express,SwaggerPlugin
201,com.strategicgains.plugin-express,CORSPlugin
202,io.dropwizard.metrics,metrics-graphite
203,io.helidon.microprofile.bundles,helidon-microprofile
204,org.glassfish.jersey.media,jersey-media-json-binding
205,io.helidon.config,helidon-config-yaml
206,io.helidon.webserver,helidon-webserver
207,io.helidon.webserver,helidon-webserver-netty
208,io.helidon.webserver,helidon-webserver-json
209,io.helidon.security,helidon-security
210,io.helidon.security.providers,helidon-security-providers-http-auth
211,io.helidon.security.integration,helidon-security-integration-webserver
212,io.helidon.webserver,helidon-webserver-http2
213,org.springframework.boot,spring-boot-actuator-autoconfigure
214,org.eclipse.jetty,jetty-servlet
215,com.itextpdf,itext7-core
216,com.itextpdf,cleanup
217,com.itextpdf,itextpdf
218,org.apache.pdfbox,pdfbox
219,org.jsoup,jsoup
220,com.beust,jcommander
221,com.github.rvesse,airline
222,org.cactoos,cactoos
223,org.cache2k,cache2k-base-bom
224,com.jcabi,jcabi-aspects
225,org.aspectj,aspectjrt
226,org.takes,takes
227,org.apache.httpcomponents,httpcore
228,org.apache.httpcomponents,httpclient
229,org.apache.velocity,velocity-engine-core
230,com.uber.nullaway,nullaway
231,org.codehaus.plexus,plexus-compiler-javac-errorprone
232,com.google.errorprone,error_prone_core
233,com.structurizr,structurizr-core
234,com.structurizr,structurizr-spring
235,com.structurizr,structurizr-client
236,com.structurizr,structurizr-analysis
237,com.structurizr,structurizr-plantuml
238,org.immutables,value
239,org.mutabilitydetector,MutabilityDetector
240,org.aspectj,aspectjtools
241,org.aspectj,aspectjweaver
242,org.apache.poi,poi-ooxml
243,org.jxls,jxls-jexcel
244,org.dhatim,fastexcel
245,org.dhatim,fastexcel-reader
246,org.springframework.integration,spring-integration-core
247,javax.activation,activation
248,javax.mail,mail
249,org.springframework.integration,spring-integration-twitter
250,org.springframework.integration,spring-integration-mail
251,org.springframework.integration,spring-integration-ftp
252,org.springframework.social,spring-social-core
253,org.springframework.integration,spring-integration-file
254,org.springframework.security,spring-security-config
255,org.springframework.integration,spring-integration-security
256,org.springframework.integration,spring-integration-jdbc
257,org.springframework.security,spring-security-test
258,org.postgresql,postgresql
259,edu.stanford.nlp,stanford-corenlp
260,org.apache.opennlp,opennlp-tools
261,com.amazonaws,aws-java-sdk-dynamodb
262,org.springframework.boot,spring-boot-starter-webflux
263,software.amazon.awssdk,aws-sdk-java
264,com.amazonaws,aws-java-sdk
265,com.amazonaws,DynamoDBLocal
266,com.amazonaws,aws-lambda-java-core
267,com.amazonaws,aws-lambda-java-events
268,uk.org.webcompere,lightweight-config
269,com.amazonaws,aws-lambda-java-log4j2
270,org.apache.logging.log4j,log4j-slf4j-impl
271,io.github.openfeign,feign-core
272,io.github.openfeign,feign-slf4j
273,io.github.openfeign,feign-gson
274,uk.org.webcompere,system-stubs-junit4
275,org.hibernate,hibernate-hikaricp
276,com.amazonaws,aws-java-sdk-core
277,com.googlecode.json-simple,json-simple
278,software.amazon.awssdk,s3
279,org.lucee,jets3t
280,org.lucee,commons-codec
281,software.amazon.awssdk,bom
282,software.amazon.awssdk,netty-nio-client
283,io.projectreactor,reactor-test
284,org.springframework.boot,spring-boot-devtools
285,net.coobird,thumbnailator
286,org.asciidoctor,asciidoctorj
287,org.asciidoctor,asciidoctorj-pdf
288,org.springframework.boot,spring-boot-starter-web-services
289,wsdl4j,wsdl4j
290,jakarta.xml.bind,jakarta.xml.bind-api
291,org.glassfish.jersey.core,jersey-server
292,org.glassfish.jersey.core,jersey-client
293,org.glassfish.jersey.bundles,jaxrs-ri
294,org.glassfish.jersey.containers,jersey-container-grizzly2-servlet
295,org.glassfish.jersey.ext,jersey-mvc-freemarker
296,org.glassfish.jersey.ext,jersey-bean-validation
297,org.glassfish.jersey.security,oauth1-client
298,org.glassfish.jersey.security,oauth2-client
299,org.glassfish.jersey.media,jersey-media-sse
300,org.glassfish.jersey.test-framework,jersey-test-framework-core
301,org.glassfish.jersey.test-framework.providers,jersey-test-framework-provider-grizzly2
302,org.glassfish.jersey.connectors,jersey-apache-connector
303,org.glassfish.jersey.media,jersey-media-multipart
304,org.apache.httpcomponents.client5,httpclient5
305,org.mock-server,mockserver-client-java
306,io.grpc,grpc-netty-shaded
307,io.grpc,grpc-protobuf
308,io.grpc,grpc-stub
309,io.grpc,grpc-testing
310,com.couchbase.client,java-client
311,org.springframework,spring-context-support
312,com.discord4j,discord4j-core
313,com.atlassian.jira,jira-rest-java-client-core
314,com.atlassian.fugue,fugue
315,org.twitter4j,twitter4j-stream
316,com.hubspot.slack,slack-base
317,com.hubspot.slack,slack-java-client
318,io.sentry,sentry-servlet
319,com.twilio.sdk,twilio
320,com.stripe,stripe-java
321,org.hamcrest,java-hamcrest
322,org.jooq,jool
323,io.projectreactor,reactor-core
324,io.github.jhipster,jhipster-dependencies
325,io.github.jhipster,jhipster-framework
326,com.fasterxml.jackson.datatype,jackson-datatype-hibernate5
327,com.fasterxml.jackson.datatype,jackson-datatype-hppc
328,com.fasterxml.jackson.module,jackson-module-afterburner
329,io.springfox,springfox-swagger2
330,io.springfox,springfox-bean-validators
331,com.zaxxer,HikariCP
332,org.hibernate,hibernate-jpamodelgen
333,org.hibernate,hibernate-envers
334,org.hibernate.validator,hibernate-validator
335,org.liquibase,liquibase-core
336,org.mapstruct,mapstruct
337,org.mapstruct,mapstruct-processor
338,org.springframework.boot,spring-boot-starter-logging
339,org.springframework.boot,spring-boot-starter-mail
340,org.zalando,problem-spring-web
341,io.jsonwebtoken,jjwt-api
342,io.jsonwebtoken,jjwt-impl
343,io.jsonwebtoken,jjwt-jackson
344,org.springframework.boot,spring-boot-starter-cloud-connectors
345,org.springframework.security,spring-security-data
346,io.micrometer,micrometer-registry-prometheus
347,io.dropwizard.metrics,metrics-core
348,net.bytebuddy,byte-buddy
349,org.liquibase.ext,liquibase-hibernate5
350,javax.validation,validation-api
351,org.springframework.boot,spring-boot-starter-undertow
352,org.hibernate,hibernate-java8
353,org.springframework.cloud,spring-cloud-dependencies
354,com.datastax.cassandra,cassandra-driver-core
355,com.datastax.cassandra,cassandra-driver-extras
356,com.datastax.cassandra,cassandra-driver-mapping
357,com.fasterxml.jackson.datatype,jackson-datatype-json-org
358,com.hazelcast,hazelcast
359,com.hazelcast,hazelcast-hibernate52
360,com.hazelcast,hazelcast-spring
361,com.mattbertolini,liquibase-slf4j
362,com.ryantenney.metrics,metrics-spring
363,io.dropwizard.metrics,metrics-annotation
364,io.dropwizard.metrics,metrics-json
365,io.dropwizard.metrics,metrics-jvm
366,io.dropwizard.metrics,metrics-servlet
367,io.dropwizard.metrics,metrics-servlets
368,io.github.jhipster,jhipster
369,javax.cache,cache-api
370,net.jpountz.lz4,lz4
371,org.mapstruct,mapstruct-jdk8
372,org.springframework.boot,spring-boot-actuator
373,org.springframework.boot,spring-boot-autoconfigure
374,org.springframework.cloud,spring-cloud-starter
375,org.springframework.cloud,spring-cloud-starter-config
376,org.springframework.cloud,spring-cloud-starter-eureka
377,org.springframework.cloud,spring-cloud-starter-feign
378,org.springframework.cloud,spring-cloud-starter-hystrix
379,org.springframework.cloud,spring-cloud-starter-ribbon
380,org.springframework.cloud,spring-cloud-starter-spectator
381,org.springframework.cloud,spring-cloud-starter-zuul
382,io.prometheus,simpleclient
383,io.prometheus,simpleclient_dropwizard
384,io.prometheus,simpleclient_servlet
385,org.springframework.boot,spring-boot-starter-cache
386,org.springframework.security.oauth,spring-security-oauth2
387,org.springframework.security,spring-security-jwt
388,org.springframework.cloud,spring-cloud-starter-netflix-zuul
389,com.github.vladimir-bukhtoyarov,bucket4j-core
390,com.github.vladimir-bukhtoyarov,bucket4j-jcache
391,org.springframework.cloud,spring-cloud-starter-netflix-ribbon
392,org.springframework.cloud,spring-cloud-starter-netflix-hystrix
393,org.springframework.cloud,spring-cloud-starter-netflix-eureka-client
394,org.springframework.cloud,spring-cloud-security
395,org.springframework.cloud,spring-cloud-starter-openfeign
396,org.springframework.cloud,spring-cloud-spring-service-connector
397,org.springframework.cloud,spring-cloud-starter-zipkin
398,com.jcraft,jzlib
399,io.gatling.highcharts,gatling-charts-highcharts
400,org.ehcache,ehcache
401,org.hibernate,hibernate-jcache
402,io.katharsis,katharsis-spring
403,org.glassfish.jersey.containers,jersey-container-servlet
404,org.glassfish.jersey.media,jersey-media-json-jackson
405,org.glassfish.jersey.ext,jersey-spring4
406,org.glassfish.jersey.inject,jersey-hk2
407,org.glassfish.jersey.ext.rx,jersey-rx-client-rxjava
408,org.glassfish.jersey.ext.rx,jersey-rx-client-rxjava2
409,com.github.tomakehurst,wiremock
410,com.fasterxml.jackson.jaxrs,jackson-jaxrs-json-provider
411,org.slf4j,slf4j-jdk14
412,fr.inria.gforge.spoon,spoon-core
413,org.springframework.cloud,spring-cloud-netflix
414,org.springframework.cloud,spring-cloud-starter-netflix-archaius
415,org.junit.platform,junit-platform-runner
416,org.springframework.cloud,spring-cloud-starter-zookeeper-config
417,org.apache.zookeeper,zookeeper
418,com.github.derjust,spring-data-dynamodb
419,com.netflix.archaius,archaius-aws
420,org.springframework.cloud,spring-cloud-netflix-sidecar
421,com.alibaba.csp,sentinel-core
422,com.alibaba.csp,sentinel-annotation-aspectj
423,com.alibaba.csp,sentinel-transport-simple-http
424,org.springframework.cloud,spring-cloud-starter-parent
425,org.springframework.cloud,spring-cloud-config-server
426,org.springframework.cloud,spring-cloud-starter-circuitbreaker-resilience4j
427,org.springframework.cloud,spring-cloud-starter-gateway
428,org.springframework.cloud,spring-cloud-starter-circuitbreaker-reactor-resilience4j
429,org.springframework.boot,spring-boot-starter-data-redis-reactive
430,it.ozimov,embedded-redis
431,org.hibernate,hibernate-validator-cdi
432,org.springframework.boot,spring-boot-starter-oauth2-resource-server
433,org.springframework.boot,spring-boot-starter-oauth2-client
434,com.baeldung.spring.cloud,spring-cloud-hystrix-rest-producer
435,org.springframework.cloud,spring-cloud-starter-hystrix-dashboard
436,org.springframework.cloud,spring-cloud-starter-stream-rabbit
437,org.springframework.cloud,spring-cloud-stream
438,org.springframework.cloud,spring-cloud-stream-test-support
439,com.amazonaws,aws-java-sdk-kinesis
440,com.amazonaws,amazon-kinesis-producer
441,com.amazonaws,amazon-kinesis-client
442,org.springframework.cloud,spring-cloud-stream-binder-kinesis
443,org.springframework.cloud,spring-cloud-stream-binder-kafka
444,org.springframework.cloud,spring-cloud-stream-schema
445,io.confluent,kafka-avro-serializer
446,org.apache.avro,avro-compiler
447,org.apache.avro,avro-maven-plugin
448,org.springframework.cloud,spring-cloud-kubernetes-dependencies
449,org.springframework.cloud,spring-cloud-kubernetes-discovery
450,org.springframework.cloud,spring-cloud-starter-kubernetes-config
451,org.springframework.cloud,spring-cloud-starter-kubernetes-ribbon
452,org.springframework.cloud,spring-cloud-starter-open-service-broker
453,org.apache.logging.log4j,log4j-bom
454,org.springframework.boot,spring-boot-starter-data-rest
455,org.springframework.cloud,spring-cloud-contract-wiremock
456,org.springframework.cloud,spring-cloud-contract-stub-runner
457,org.springframework.cloud,spring-cloud-starter-contract-verifier
458,org.codehaus.groovy,groovy
459,io.rest-assured,rest-assured
460,com.baeldung.spring.cloud,spring-cloud-contract-producer
461,org.springframework.cloud,spring-cloud-starter-netflix-eureka-server
462,org.springframework.cloud,spring-cloud-starter-loadbalancer
463,org.testcontainers,testcontainers
464,com.baeldung.spring.cloud,ribbon-weather-service
465,org.springframework.cloud,spring-cloud-starter-bootstrap
466,org.springframework.session,spring-session-data-redis
467,org.springframework.boot,spring-boot-starter-json
468,com.baeldung.orderservice,order-client
469,org.springframework.cloud,spring-cloud-starter-sleuth
470,org.springframework.cloud,spring-cloud-sleuth-zipkin
471,commons-lang,commons-lang
472,org.qunix,structure-maven-plugin
473,org.springframework.cloud,spring-cloud-function-adapter-aws
474,org.springframework.cloud,spring-cloud-starter-function-web
475,org.springframework.boot.experimental,spring-boot-thin-layout
476,org.springframework.security.oauth.boot,spring-security-oauth2-autoconfigure
477,org.webjars,jquery
478,org.webjars,bootstrap
479,org.webjars,webjars-locator-core
480,org.webjars,js-cookie
481,org.springframework.security,spring-security-oauth2-client
482,org.springframework.boot,spring-boot-starter-tomcat
483,org.springframework.cloud.stream.app,spring-cloud-starter-stream-source-twitterstream
484,org.springframework.cloud.stream.app,spring-cloud-starter-stream-sink-hdfs
485,org.springframework.cloud,spring-cloud-starter-task
486,org.springframework.boot,spring-boot-starter-batch
487,org.springframework.cloud,spring-cloud-stream-binder-rabbit
488,org.springframework.cloud,spring-cloud-task-core
489,org.apache.spark,spark-core_${scala.version}
490,org.springframework.cloud,spring-cloud-dataflow-dependencies
491,org.springframework.cloud,spring-cloud-starter-dataflow-server-local
492,org.hibernate,hibernate-entitymanager
493,org.springframework.cloud,spring-cloud-dataflow-shell
494,io.github.openfeign,feign-okhttp
495,io.github.openfeign.form,feign-form
496,io.github.openfeign.form,feign-form-spring
497,com.github.tomakehurst,wiremock-jre8
498,org.springframework.cloud,spring-cloud-starter-consul-all
499,org.springframework.cloud,spring-cloud-starter-consul-config
500,com.github.kinguinltdhk,leadership-consul
501,org.springframework.cloud,spring-cloud-starter-vault-config
502,org.springframework.cloud,spring-cloud-vault-config-databases
503,org.springframework.boot,spring-boot-starter-jdbc
504,org.springframework.cloud,spring-cloud-task-dependencies
505,org.springframework.cloud,spring-cloud-deployer-local
506,org.springframework.cloud,spring-cloud-task-batch
507,commons-configuration,commons-configuration
508,io.reactivex,rxjava
509,com.marcosbarbero.cloud,spring-cloud-zuul-ratelimit
510,org.springframework.cloud,spring-cloud-starter-zookeeper-discovery
511,org.springframework.cloud,spring-cloud-sleuth
512,org.springframework.cloud,spring-cloud-starter-bus-amqp
513,org.springframework.cloud,spring-cloud-config-monitor
514,com.netflix.feign,feign-okhttp
515,org.springframework.cloud,spring-cloud-sleuth-otel-dependencies
516,org.springframework.cloud,spring-cloud-sleuth-otel-autoconfigure
517,io.opentelemetry,opentelemetry-exporter-otlp
518,org.springframework.cloud,spring-cloud-aws
519,org.springframework.cloud,spring-cloud-starter-aws
520,org.springframework.cloud,spring-cloud-starter-aws-jdbc
521,org.springframework.cloud,spring-cloud-starter-aws-messaging
522,com.azure.spring,spring-cloud-azure-starter-keyvault-secrets
523,org.apache.spark,spark-core_2.12
524,org.apache.spark,spark-sql_2.12
525,org.apache.spark,spark-graphx_2.12
526,graphframes,graphframes
527,org.apache.spark,spark-streaming_2.12
528,org.apache.spark,spark-mllib_2.12
529,org.apache.spark,spark-streaming-kafka-0-10_2.12
530,com.datastax.spark,spark-cassandra-connector_2.12
531,${project.groupId},api
532,com.baeldung,remoting-http-api
533,com.baeldung,remoting-http-server
534,${project.groupId},remoting-http-api
535,com.caucho,hessian
536,${project.groupId},remoting-hessian-burlap-server
537,org.springframework.boot,spring-boot-starter-activemq
538,net.imagej,ij
539,org.openimaj,core-image
540,org.openpnp,opencv
541,com.twelvemonkeys.imageio,imageio-core
542,com.twelvemonkeys.imageio,imageio-bmp
543,net.sourceforge.tess4j,tess4j
544,org.bytedeco,tesseract-platform
545,org.imgscalr,imgscalr-lib
546,com.github.downgoon,marvin
547,com.github.downgoon,MarvinPlugins
548,org.bytedeco,javacv-platform
549,com.github.sarxos,webcam-capture
550,org.openjfx,javafx-graphics
551,com.github.fge,json-schema-validator
552,org.springframework,spring-expression
553,org.apache.commons,commons-text
554,net.java.dev.jna,jna-platform
555,javax.websocket,javax.websocket-api
556,io.cucumber,cucumber-core
557,io.cucumber,cucumber-java
558,io.cucumber,cucumber-junit
559,io.cucumber,cucumber-spring
560,org.apache.commons,commons-io
561,org.ethereum,ethereumj-core
562,org.web3j,core
563,javax.servlet.jsp.jstl,jstl-api
564,javax.servlet.jsp,javax.servlet.jsp-api
565,com.thoughtworks.xstream,xstream
566,org.codehaus.jettison,jettison
567,org.springframework.pulsar,spring-pulsar-spring-boot-starter
568,io.vertx,vertx-rx-java2
569,io.vertx,vertx-core
570,io.vertx,vertx-unit
571,io.vertx,vertx-web
572,com.github.scribejava,scribejava-apis
573,com.google.crypto.tink,tink
574,org.bouncycastle,bcprov-jdk15on
575,org.bouncycastle,bcpkix-jdk15on
576,org.passay,passay
577,org.cryptacular,cryptacular
578,org.jasypt,jasypt
579,com.jcraft,jsch
580,org.apache.sshd,sshd-core
581,org.xacml4j,xacml-core
582,org.xacml4j,xacml-test
583,com.esotericsoftware,kryo
584,org.yaml,snakeyaml
585,org.milyn,milyn-smooks-all
586,com.opencsv,opencsv
587,com.google.oauth-client,google-oauth-client-jetty
588,com.google.apis,google-api-services-sheets
589,org.docx4j,docx4j
590,com.esotericsoftware.yamlbeans,yamlbeans
591,org.apache.thrift,libthrift
592,com.google.protobuf,protobuf-java
593,org.beykery,neuroph
594,cglib,cglib
595,commons-net,commons-net
596,org.javatuples,javatuples
597,org.javers,javers-core
598,org.datanucleus,javax.jdo
599,org.datanucleus,datanucleus-core
600,org.datanucleus,datanucleus-api-jdo
601,org.datanucleus,datanucleus-rdbms
602,org.datanucleus,datanucleus-maven-plugin
603,org.datanucleus,datanucleus-xml
604,org.datanucleus,datanucleus-jdo-query
605,io.rest-assured,spring-mock-mvc
606,org.multiverse,multiverse-core
607,pl.pragmatists,JUnitParams
608,org.quartz-scheduler,quartz
609,org.openjdk.jmh,jmh-core
610,info.debatty,java-lsh
611,com.codepoetics,protonpack
612,com.baeldung,maven-classifier-example-provider
613,com.baeldung.jacoco-coverage-aggregation,services
614,com.baeldung.jacoco-coverage-aggregation,controllers
615,org.apache.maven,maven-plugin-api
616,org.apache.maven.plugin-tools,maven-plugin-annotations
617,org.apache.maven,maven-project
618,org.apache.commons,commons-compress
619,commons-beanutils,commons-beanutils
620,com.baeldung,project-with-optionals
621,com.baeldung,optional-project
622,com.baeldung,version-collision-project-a
623,com.baeldung,version-collision-project-b
624,com.baeldung.entitymodule,entitymodule
625,com.baeldung.daomodule,daomodule
626,com.baeldung.entitymodule,maven-entitymodule
627,com.baeldung.daomodule,maven-daomodule
628,com.baeldung.userdaomodule,maven-userdaomodule
629,jakarta.xml.ws,jakarta.xml.ws-api
630,org.glassfish.jaxb,jaxb-core
631,com.sun.xml.bind,jaxb-impl
632,com.sun.xml.ws,jaxws-ri
633,org.apache.maven.enforcer,enforcer-api
634,org.apache.maven,maven-core
635,org.apache.maven,maven-artifact
636,org.codehaus.plexus,plexus-container-default
637,commons-collections,commons-collections
638,com.baeldung,patient-data
639,com.baeldung,patient-domain
640,org.springframework,spring-framework-bom
641,com.baeldung,maven-release-repository
642,com.baeldung,maven-snapshot-repository
643,javax.enterprise,cdi-api
644,javax.ws.rs,javax.ws.rs-api
645,com.baeldung,lib
646,org.apache.maven.surefire,surefire-junit-platform
647,org.glassfish.jersey.containers,jersey-container-servlet-core
648,org.springframework.security,spring-security-web
649,org.springframework.security,spring-security-taglibs
650,org.springframework,spring-jdbc
651,org.springframework,spring-beans
652,org.springframework,spring-aop
653,org.springframework,spring-tx
654,javax.inject,javax.inject
655,com.github.jknack,handlebars
656,org.jinq,jinq-jpa
657,org.openjdk.jmh,jmh-generator-annprocess
658,org.nd4j,nd4j-api
659,org.nd4j,nd4j-native-platform
660,org.deeplearning4j,deeplearning4j-core
661,org.deeplearning4j,deeplearning4j-nn
662,org.datavec,datavec-api
663,org.springframework.boot,spring-boot-starter-parent
664,org.springframework.experimental,spring-native
665,org.springframework.shell,spring-shell
666,com.hierynomus,sshj
667,org.apache.commons,commons-vfs2
668,net.lingala.zip4j,zip4j
669,org.checkerframework,checker-qual
670,org.checkerframework,checker
671,co.paralleluniverse,quasar-core
672,co.paralleluniverse,quasar-actors
673,co.paralleluniverse,quasar-reactive-streams
674,org.springframework,spring-oxm
675,org.springframework.boot,spring-boot-starter-hateoas
676,org.modelmapper,modelmapper
677,org.springframework.credhub,spring-credhub-starter
678,org.springframework.roo,org.springframework.roo.annotations
679,io.springlets,springlets-data-jpa
680,io.springlets,springlets-data-commons
