user,repo,simTL,maxSC
JustHoIt,codetree-TILs.git,[],0.0
ppusda,CodingTest.git,[],0.5431137
ortava,song-of-the-day.git,[],0.30521315
Cafe-MOAS,CafeMOA_Backend.git,[],0.53682107
BlackCatCode22,module-01-post-a-java-file-here-BKFin.git,[],0.4051617
palantir,proxy-processor.git,[],0.37945342
rabiaq123,colossal-caves.git,[],0.4523702
AmberFryar,E-Commerce.git,[],0.0
AchoBeta,AchoBeta-Infra.git,[],0.5693021
LiviaBraz,cursoJavaUdemy.git,[],0.37066045
imagemine,trino-builder.git,[],0.0
MANT1M,2023.git,[],0.61286134
garveyhu,wordforge.git,[],0.0
zjns,BiliRoamingX-integrations.git,[],0.43642512
J-Potes,decrementing-carousel.git,[],0.62122566
Gabriel1AD1,SPRING_CLOUD_2024.git,"[611, 748, 798, 943, 2029, 2081, 920]",1.0
Indonesia-SmilePay,SmilePay-SDK-Java.git,[],0.0
2021-SMHRD-KDT-AI-18,fouthrepo.git,[],0.0
minjunseok,codetree-TILs.git,[],0.0
ggs4029,algorithm.git,[],0.0
sejyom,coding-test.git,[],0.0
honhimW,meilisearch-rest-client.git,[],0.4619379
benbroce,chess.git,[],0.0
malummartiins,codewars.git,[],0.58927196
emoee,KakaoCloudSchool.git,[],0.0
code-layer,java-rabbitmq.git,[],0.74692464
Povlean,Android-Weather.git,[],0.0
iulian986,java-dummy-project-codeai-copy-20242601032633.git,[],0.41516736
joaosaiko14,gerenciador-de-tarefas.git,[],0.48327076
pakms980319,Web-Study.git,[],0.0
Niterux,niterucks.git,[],0.74373496
shubham27dec,Daily-Leetcode-Challenge.git,[],0.4060163
yukhoe31,Sist0103Project.git,[],0.0
2021-SMHRD-KDT-AI-17,CH-MiniProject.git,[],0.0
dinhnguyenhd,soaprest.git,[],0.4039208
GodMode-Studio,Omnipotent-mod.git,[],0.5932222
dev-mijung,shopping.git,[],0.0
apache,commons-crypto.git,[],0.0
Microservice-Prac,order-service.git,[],0.0
TARUNKASHYAP03,Javaprogram.git,[],0.0
BambooByte,IMS-Student-Repo.git,[],0.0
sanshi2018,myNettyAction.git,[],0.0
tjdxo1193,CodingTest_Problem_Playground.git,[],0.4048684
wz2cool,mybatis-dynamic-query.git,[],0.38361984
explode-nut,helloalgorithm.git,[],0.0
Abhishek-Shukla9867,Atm_machine_using_Java.git,[],0.0
Ravindragouda,Hibernate_Projects.git,[],0.28401607
phongtn,photosink.git,[],0.2123928
jrc-dev3,grind75-java.git,[],0.67752475
Beautiful-Days,myanmar-calendar-shan-extension.git,[],0.0
BrightBeacon,IndoorPositionSDK-Android.git,[],0.0
kerinet,keri_test.git,[],0.0
rlaaudgjs2,app_chatbot.git,[],0.0
Awaishyderb,springboot-jpa-tutorial.git,[],0.4943639
Song0-0,jpa-basic.git,[],0.0
AratovVO,WordFile.git,[],0.31181294
mm9912,Opinion-Survey.git,[],0.366549
siddharth-ranjan,lean-depositor-jpa.git,[],0.3348903
smap-consulting,smapserver2.git,[],0.4986045
embulk,embulk-output-jdbc.git,[],0.56218594
LEEJEHEON717,bootwork.git,[],0.0
KimDohaAcc,problem-solving.git,[],0.51763797
ppp-team,my-petlog-server.git,[],0.40191224
gocd-contrib,google-oauth-authorization-plugin.git,[],0.38018078
bartosz11,whoisclient.git,[],0.42893866
google,cel-java.git,[],0.51519865
PaimonZero,EquationCalculator.git,[],0.0
DJ-archive,codetree-TILs.git,[],0.0
haleluque,Food-ordering-system.git,[],0.40534875
charles-wangkai,leetcode.git,[],0.6524315
JonathanAbarca,PeluqueriaCanina.git,[],0.0
jediaelsantana31,reqres.git,[],0.49145854
tfredrich,NoSchema.git,[],0.46039242
kudongku,CodingTest_JAVA.git,[],0.51763797
ShadelessFox,decima.git,[],0.2996238
ddonydev,leetcode.git,[],0.0
ooweat,coupon-service-agile.git,[],0.0
minhth1412,demo.git,[],0.0
JohnHozin,diplom_tiket.git,[],0.5556167
OreCruncher,DynamicSurroundingsFabric.git,[],0.74373496
CodeMaker02,Know-Cuba-Proyect.git,[],0.68235815
Lucas-moreira-silva,campo-minado-jg.git,[],0.0
Songdoeon,Algorithm_Study.git,[],0.51763797
PesantGilles,MiniCPBP.git,[],0.60219085
Programming-TRIGON,RobotCode2024.git,[],0.7436005
kodarov,web-backend.git,[],0.7278302
qkrrlgus114,algorithm.git,[],0.0
Omirosma,Request-Reply-Messaging-App.git,[],0.40895405
JohnTWD,thunderhack-1.20.1-downgraded.git,[],0.64904124
Raikuman,TroubleClub-Bots.git,[],0.5115801
VanVoight,Filmoteka.git,[],0.46511647
ThaisPinheiro,cv-builder.git,[],0.4656868
Artkongar,rubiks-cube.git,[],0.0
APIHub-CdC,identity-data-simulacion-client-java.git,[],0.0
cambridge-cares,TheWorldAvatar.git,[],0.56883204
Burevestnikk,Material-Design-App-user-interface-navigation-and-functionalities.git,[],0.40601036
Xanthic,cache-api.git,[],0.42783472
jessicabrower037,CMPS360.git,[],0.62122566
steelsturgeons9176,2024Romi.git,[],0.32197893
SteveDutch,intellectron-cognition-engine.git,[],0.7278302
team3130,Otter.git,[],0.0
apache,pinot.git,[],0.73872495
EmilyBaldwin3,SonicGame.git,[],0.0
andyld97,MinecraftPlayerEventsWebhookNotify.git,[],0.592194
pran13-git,Medico.git,[],0.64034325
Carlos-Mantovani,dslist.git,[],0.37066045
ApitoH,CRUD-SPRING-Trabalho-de-Java.git,[],0.0
DuarteJoseGeraldo,Modulo11-Java.git,"[175, 260, 417, 849, 1609, 1825, 1945, 2107]",0.81938976
sharmadinesh1455,Shreya_Hackathon_Project.git,[],0.7278302
fransoufil,hashmap-example.git,[],0.565562
Tacjx,Intermedio_Clase_4.git,[],0.0
Ikohido,ConsoleCRUDApp.git,[],0.0
LucasAdao,dslist.git,[],0.0
jayaprakash-kolla,WebCrawler.git,[],0.40106547
obinte,MSQuartz.git,[],0.0
montsecruz9,MergeSort.git,[],0.5973364
premium-minds,billy-demo-app.git,[],0.7584872
AndiBanerjee,my-first-project.git,[],0.7278302
yigitortu,patikaWeek4.git,[],0.0
TheShwetabhSaxena,Attendease.git,[],0.25426608
RAMGHARIA26,NotePad_CRUD.git,[],0.4005897
AttKivin,JavaAlgorithms.git,[],0.52719814
GABYPUSDA,arrays.git,[],0.0
landeryt,mcplugins.git,[],0.70800495
DanielaXavier1995,helloWorld-spring-gen.git,[],0.45650676
serenity-dojo,exercise-3-ValiG90.git,[],0.4051617
MatheusFelipe1988,email-microservice.git,[],0.5865478
dsvishchev,sparql-connector.git,[],0.60678935
DilankaSandeep,simple-text-editor.git,[],0.45319432
newmediaworks,nmw-oss-website.git,[],0.0
ao-apps,aoserv-credit-cards.git,[],0.43854123
ao-apps,semanticcms-core-sitemap.git,[],0.0
ao-apps,semanticcms-file-model.git,[],0.25546634
ao-apps,semanticcms-news-all.git,[],0.31593263
ao-apps,semanticcms-section-model.git,[],0.25546634
ao-apps,semanticcms-news-view.git,[],0.632437
ao-apps,ao-taglib.git,[],0.36510354
ao-apps,ao-sql.git,[],0.0
ao-apps,ao-tld-parser.git,[],0.58761984
ao-apps,ao-messaging-http-client.git,[],0.48199627
ao-apps,ao-messaging-base.git,[],0.4275428
ao-apps,ao-payments-test.git,[],0.5216284
pradeepk653,Fizz-Buzz-REST-Server.git,[],0.3574731
Gordon-from-Blumberg,destroy_ufo.git,[],0.33194077
iofairy,falcon.git,[],0.6079962
BSUEgorNovikov,Ind.Programming_coloqium.git,[],0.0
M4T1Z,javagame1.git,[],0.43580103
catfoolyou,Eagler-Test.git,[],0.3432604
SleepyFish-YT,Rat-Client.git,[],0.43968987
imran-farid,woebot-api-testting.git,[],0.73850834
hmcts,div-case-maintenance-service.git,[],0.0
Dachacho,GhostWriter.git,[],0.0
Shejal0310,Hibernate-Annotation.git,[],0.38192028
andreafdev,spring-boot.git,[],0.37066045
VainestPrawn135,BasileoHApp.git,[],0.0
RouqX7,BedSync.git,[],0.31419957
antoinegaubil,Concurrent-Process-Management-With-Threading.git,[],0.27782434
Duclings,GWH-2024.git,[],0.0
hogeschoolnovi,backend-java-beslissingsstructuren-methodes-uitwerkingen.git,[],0.68179065
esei-si-dagss,recetas-23.git,[],0.0
aepicos,java-goof.git,[],0.0
digital-asset,ex-java-bindings.git,[],0.4297151
pvscarelli,ManipulacaoDeVetores.git,[],0.6065022
Kr-Abdou,JavaFx-Calculator-TP.git,[],0.3212506
marcusdulekilius,Second.git,[],0.43348873
Yoshio92,Gerenciador-_Projetos_ODS.git,[],0.37066045
lucasmagalhaess,ProjetoMusica.git,[],0.0
2021-SMHRD-KDT-AI-15,SEE.git,[],0.7278302
No-Not-Jaden,NotRanks.git,[],0.44368666
ramses2099,leetcodejava.git,[626],1.0
peltomaaa,TDD.git,[],0.0
Lucasb5800,PortfolioBack.git,[],0.0
DKamalie,Capstone-Project-Client.git,[],0.45996958
FAForever,faf-java-api.git,[2420],1.0
numdouglas,AES-GCM-Simple-Implementation.git,"[1150, 128, 1070]",0.8719976
AndrewBauerPersonal,portfolio.git,[],0.62024117
2023-2024-ECOM-INFO5-G2,app.git,[],0.0
ColyTeam,JDATesting.git,[],0.75105846
ableron,ableron-spring-boot.git,[],0.0
rbailen,Course-Management-Challenge.git,[],0.0
SalmaAlassal,Weather-Station-App.git,[],0.4248248
bogdancti,labjava.git,[],0.0
Kyrillos-Hanna,Romi-Blanch.git,[],0.0
foldright,java-agent-study.git,[],0.7278302
aayushasthana,Competitive-Programming.git,[],0.5852047
pauloviktwr,LivrosJpaSpringboot.git,[],0.46265292
Flapaiao,Blog-Pessoal.git,[],0.58927196
odys-z,antson.git,[],0.28023013
flavio055063,Java-Exercises.git,[],0.37066045
cs-intro-reichman,hw04-ShaniRahamim2.git,[],0.4051617
abderazzakelmernissi,MyRoomFullApp.git,[],0.42581746
Fenris06,java-shareit.git,[],0.41899794
soymze,Calculator.git,[],0.0
cs-intro-reichman,hw04-pazpeleg8.git,[],0.4051617
Shra2703,DSA_Questions_Repo.git,[],0.41831082
feiwuya,DesignPatterns.git,[],0.0
MarthaB2,EjemploApliJAVACn34.git,[],0.24591163
54k,cses-notes.git,[],0.63557637
Hephaist19,ProjetSD.git,[],0.0
sumamandava,todo_application_java.git,[],0.51798344
Davo-source,JsonToXML-Convertion-and-format.git,[],0.39765754
galthran,ssb.git,[],0.0
RonokGhosal,USACOBronze.git,[],0.0
Madrigal,pulse.git,[],0.32934156
DariusHoalba,LabSP-HoalbaDarius.git,[],0.4316301
medichafik,myDemoApp.git,[],0.7939985
targ0X,PierreSabre.git,[],0.0
DmitryK0v,Jenkins.git,[],0.0
Noa-Da-Silva-Lopes,PierreSabre.git,[],0.0
OlofLindber9,Suika-like-Game.git,[],0.0
Eliass-il,Perceptron.git,"[482, 745, 1924, 2184, 2285]",1.0
msgoat,cnj-logging-backend-spring.git,[],0.3651659
Francis0023,francisaconda2023b.git,[],0.0
mohammedgamal23,saqayaCoderbyteProject.git,[],0.41722712
chen-stu,cloudsim.git,[],0.0
Gunadeesh,CSA0994-PROGRAMMING-IN-JAVA.git,[],0.0
AndersonV123,anderson123.git,[],0.60843706
holon-platform,holon-vaadin-flow.git,[],0.48935527
fernandorrdc,Java.git,"[482, 745, 1924, 2184, 2285]",1.0
esteff14,estefania2023b.git,[],0.60843706
holon-platform,holon-datastore-jdbc.git,[],0.31486768
KevinDaniel10,Kevindaniel2023b.git,[],0.60843706
alexandresanchograca,crosstheroad.git,[],0.4511623
MeghanaBait,Book-My-Show-Backend-Project.git,[],0.40921035
WHS95,Programmers.git,[],0.0
mirusystems,iraq_rts_usb_save.git,[],0.0
johrielrsrd,tasksheet122.git,[],0.0
NKeithW,Wolf-Pack-Client.git,"[1886, 2134]",0.93603086
megadalp,DemoUseDemoLib.git,[],0.0
PIYUSH1525,Longest-Common-Subsequence-Algorithm.git,[],0.3280523
LoneDev6,EventDetector.git,[],0.4451389
robertvazan,sourceafis-visualization-java.git,[],0.31509963
