user,repo,simTL,maxSC
normalhuman01,unit-tests-java.git,[],0.36704475
ufo9430,MyFundManager.git,[],0.0
ampaul024,Data-Structure.git,[],0.7419665
Kyoung-M1N,spring_training.git,[],0.5688433
LeeHusung,Algorithm.git,[],0.51763797
line,armeria.git,[1243],0.8359675
joe-in-me,team6_back_end.git,[],0.0
jiyuuchc,TrackMate-Lacss.git,[],0.70800495
BlackBeltTechnology,judo-runtime-core-jsl.git,[],0.0
vy,rotating-fos.git,[],0.61981153
N1ghtsky0,anichu.git,[],0.0
jeehwan98,testGitUpdate.git,[],0.0
caman1983,ProjectManager.git,[],0.38274485
mryash08,LeetCode.git,[],0.4473109
lucasalves747,mgdExpressApi.git,[],0.7413005
muety,kit-mensa-scraper.git,[],0.65857595
ChristopherDevv,webapp-java.git,[],0.0
RyanSun1112,TowerOfHanoiRyanDinuri.git,[],0.7278302
MontiCore,feature-diagram.git,[],0.64258283
DisciplinasProgramacao,poo-tp-em-grupo-dinossauros-da-programacao.git,[],0.4051617
algorithmzuo,algorithm-journey.git,[],0.0
kfoq7,electro-lab.git,[],0.0
MacchaSaraswathi,Amazon_application_using_Selenium_Webdriver.git,[],0.0
isaackimdev,note.git,[],0.0
AnexAntony278,StudentRecordManagementApp.git,[],0.37155005
dji-sdk,Mobile-SDK-Android-V5.git,[],0.0
JehunYoo,Baekjoon-Online-Judge.git,[],0.6821771
SiulJuiz,Poo.git,[],0.0
yelo-o,This_is_coding_test.git,[],0.0
Dakiniyoga,Andriod-RAT.git,[],0.40509087
league-level4-student,level4-module0-new-richardson-liou.git,[],0.4051617
MorphiaOrg,morphia.git,[],0.5308727
ouyang1596,asPlugin.git,"[62, 95, 142, 159, 169, 200, 272, 339, 342, 436, 437, 930, 941, 1108, 1225, 1486, 1545, 1569, 1650, 1724, 1767, 1970, 2018, 2056, 2098, 2103, 2128, 2263, 2429, 2456, 2643]",1.0
rabbitmq,rabbitmq-java-client.git,"[1886, 2134]",0.93603086
silky1313,CS61B.git,[],0.0
appml,neutrinote.git,[],0.45399088
networknt,json-schema-validator.git,[],0.47763896
jreyes1990,Netbeans.git,[2219],0.8990755
kkumarsg,lld.git,[],0.57932
CS-1410-02,assignment-2-a-living-world-cjr60013255.git,[],0.4051617
ymkang85,webMarket.git,[],0.0
pablomunozramirez,PEP_2.git,[],0.0
haibinfu77,mall.git,[],0.0
vricardo5,todosimple-api.git,[],0.0
DreamOutProject,DreamOut.git,[],0.0
EvanLeung08,credit-limit-service.git,[],0.616163
Sidpatchy,SecretClaire.git,[],0.3950755
jooyun-1,HouseLink.git,[],0.0
pablo67340,SQLiteLib.git,[],0.30337298
HDuvier,appVarias.git,"[482, 745, 1924, 2184, 2285]",1.0
hseghetti,pojo-class-generator-from-xsd.git,[],0.30730295
Matt-Maraj,Java-Programs.git,[],0.28612742
FelixBengoa,TacoTitos.git,[],0.0
Tonuila,ProjetoBiblioteca.git,[],0.0
SyumbeliLev,java-explore-with-me.git,[],0.41899794
Steve-Markus,leetcode-solutions.git,[],0.6524315
capawesome-team,capacitor-mlkit.git,[],0.79505104
exoplatform,platform-public-distributions.git,[],0.0
rashmibohidar-6,demoExample.git,[],0.0
saltwo,apartment-management-system-netbeans.git,[],0.0
famhuei,GUIdemo.git,[],0.7213163
VincentHuangg,V-Calculator.git,[626],1.0
Coderlev,Tugas-Hackaton.git,[],0.0
yunii118,java_alone.git,[],0.0
Fuzss,diagonalfences.git,[],0.0
jeremias-schebera,gMSA-Graph-Browser---Source-Code.git,[],0.0
gdtknight,Coding-Test.git,[],0.51763797
Aton-Kish,your-reputation.git,[],0.33214524
gocd-contrib,gocd-guest-login-plugin.git,[],0.31022567
