user,repo,simTL,maxSC
njm1250,njm1250-blog.git,[],0.42769137
HNIT-IoT-Lab,qiniu-video-server.git,[],0.0
wangq4765,idea.git,[],0.5095487
homris,CodeHS-CSA-Solutions.git,[],0.40263826
dydqh,algorithmStudy.git,[],0.51763797
cn-cerc,summer-data.git,[],0.0
lanthale,PhotoSlide.git,[],0.43804404
PrisacariuAndrei,TimeOffRequests.git,[],0.57655746
marvin52,CRUD_Java8.git,[],0.0
JackD161,ru.JackD161.MarkingTools.git,[],0.0
vijayktech,kafka-producer-demo.git,[],1.0
gustavodias24,NanaCatsitter.git,[],0.8361747
dya-only,springboot-template.git,[],0.4040858
deepaksharmaNNN,LeetCode-Solutions.git,[],0.5135827
SizableShrimp,TheCheesyTimes.git,[],0.0
ZeroOneKim,Pin_M.git,[],0.0
admwan,pingheatmap-rest-service.git,[],0.31688878
yasshy-jp,3kanyama.git,[],0.0
dgreathouse,2023-CenterStage-V9.01.git,[],0.61286134
WierdPy,2324_4CN_0028_sew4_sem1j.git,[],0.0
cn-cerc,summer-local.git,[],0.0
cliffinlin,Orion.git,[],0.35706806
Anoldyouth,Java-Course-Tinkoff.git,[],0.0
adoptium,jdk.git,[],0.25887182
Sean2xy,CHC6072---Software-analysis-and-testing.git,[],0.49993843
downthecrop,2009scape-mirror.git,[],0.30725473
Islam-mashina667,4th-Assignment.git,[],0.62122566
MHLEE12,TIL.git,[],0.0
durvalprintes,desafios_javao.git,[],0.37066045
mehraritvik12,Maze-Solver.git,[],0.62260336
surajrocks1997,DS-Algo.git,[],0.33551204
yes032z,ezen-final.git,[],0.0
yunjichoi9151,Front-end_Algorithm_Study.git,[],1.0
extenda,hiiretail-gcp-pubsub-java.git,[],0.5720382
samanes,orderbook.git,[],0.2808308
arpithagowda67,leetcode.git,[],0.43985653
PeopleOfDevelopment,eatme-server.git,[],0.0
giacomo1215,UNIPD-FI-Informatica.git,[],0.37377352
thien34,du-an-1.git,[],0.0
snuhcs-course,swpp-2023-project-team-12.git,[],0.4051617
ImGodwin,Bookinging_mgt.git,[],1.0
sergeloie,hexlet-assignments.git,[],0.0
starichkov,micronaut-micro-service.git,[],0.34192383
Deathwear,Java_learning.git,[],0.5469135
divyansh89532,LeetCode_Solutions.git,[],0.0
gybpro,Spring.git,[],0.0
christopherrons,herron-pricing-engine.git,[],0.5149892
Jxailer,SeSsakBank.git,[],0.537712
unnokid,practice-coding-test.git,[],0.0
NihilPhantom,n-java-demo.git,[],0.5759448
Mohamed-5der,AdminApp.git,[],0.0
kirKirKir22,student5level.git,[],0.53675413
uday510,DSA.git,[],0.48565686
wknishio,variable-terminal.git,[],0.3461336
