user,repo,simTL,maxSC
RaysAndDinos,eco.git,[],0.0
crizcode,buscalo-product-api.git,[],0.0
JosephPrichard,OthelloBot.git,[],0.32801017
RRIT1818,walmart.git,[],0.0
rajvardhanyadav,tradegpt.git,[],0.0
varunr10,LeetCode-Problems.git,[],0.67752475
Siddeshmgit,Lucifer.git,[2037],1.0
sorrel012,coding-test.git,[],0.0
DasAnurag31,LeetCode_.git,[],0.0
Rmejia39,ForgeHax.git,[],0.4690172
webview,webview_java.git,[1172],0.8211845
IsCactus0,Archaicraft.git,[],0.4188584
surimjeon,Algorithm-practice.git,[],0.51763797
republicraft,RCCore.git,[],0.0
parastet1,java-l.git,[],0.68179065
yellowstonegames,SquidSquad.git,[],0.5659945
jihyun109,data-structure.git,[],0.5656875
uu890817,PaoPaoBot_Java.git,[],0.0
matrix0377,projeto_JAVA_Animal_PolimorfismoSobrecarga.git,[],0.0
Java-Game-Engine-Merger,Libgdx-Processing.git,[],0.0
apache,incubator-seata.git,[1595],1.0
aistomin,maven-dependencies-analyser.git,[],0.5641444
halo-dev,halo.git,[],0.0
edward3h,mc_event_listener.git,[],0.71892065
rh-id,a-navigator.git,[],0.70881826
sripathy914,Java.git,[],0.34457222
diidduong,yay-server.git,[],0.0
sudoplatform,sudo-key-manager-android.git,[],0.41516736
2023-SMHRD-KDT-IOT-4,Repo.git,"[2234, 1003]",1.0
EduardoFlores1,microservicios-proy1.git,"[634, 2641]",1.0
DylanVallejo,proyecto-cuentas.git,[1590],0.8738457
gz-yami,mall4j.git,[],0.0
hp-coder,dingtalk-user-picker-spring-boot-starter.git,[],0.0
LeadingPointDev,waltz-dataloaders.git,[],0.0
rohanbari,30DoC.git,[],0.0
colbywentlandt,NietzscheanChess.git,[],0.44628242
Nathan-Nan,algorithm.git,[],0.0
MtheJ59,codetree-TILs.git,[],0.0
skydostoyev,xorCrypto.git,[],0.3885385
hl845740757,Dson.git,[],0.0
unnamed,mocha.git,[],0.42815354
AV306,chathook.git,[],0.59939873
Daaale,AlgorithmPractice.git,[],0.0
amiinsheiikh,temperature-convertor.git,[],0.40654662
Hangju0610,java-basic.git,[],0.0
10cks,fofaEX.git,[2420],1.0
MarMariMarisa,AnimalAuxiliariesUFund.git,[],0.25922677
fsaulo,sys-restaurante.git,[],0.0
streamnative,pulsar-io-amqp-1-0.git,[],0.76168954
BJ-wnn,javaCodingDemo.git,[],0.0
TobyG74,UNINDRA.git,[],0.0
planetrenox,AES256GCMBCRYPT-JAVA.git,[],0.37409717
apache,pulsar.git,[819],0.93331325
mehdizebhi,dealit-server.git,[],0.3137426
openjdk,mobile.git,[],0.0
openjdk,galahad.git,[],0.0
kishoreKunisetty,nymble-Task.git,[],0.35193872
ehyeok9,Algorithm.git,[],0.0
Saur03,MAD100.git,[],0.23606504
hybiis,Programmers.git,[],0.0
revelc,xml-formatter.git,[2124],0.8518048
benkard,jgvariant.git,[],0.47474316
MasaGt,algorithms_in_java.git,[],0.5051194
prabhjotaulakh123,tripsheet-app.git,[],0.29970738
Rian-Noronha,FootballAPI.git,[],0.27804935
LuyuanJimmyWang,ShoppingEventStreaming.git,[],0.2989376
divaprates,Java-manipulacao-arquivos.git,[],0.0
Reekoru,Fourier-Series-Java.git,[],0.42581746
hyeok00,Algorithms.git,[],0.51763797
PiscesTH,first_project.git,[],0.0
cbweixin,seleniumdemo.git,[],0.59270835
TimeCrafters,CenterStage.git,[],0.0
GamePlayer-Joker,myDesignMode.git,[],0.0
ViniciusKuchnir,acme_products_queries.git,[],0.715006
lukegriley,DecisionTree.git,[],0.53299797
devdibi,BaekJoon.git,[],0.51763797
chasanalim,SIMRSKhanzaERM.git,[],0.62167346
sedoll,spring_study.git,[],0.0
adempiere,adempiere-grpc-template-service.git,[],0.45638847
SeoJaeSik,Spring_Project.git,[],0.0
yuzawa-san,onnxruntime-java.git,[],0.6136898
namhosung6023,JAVA.git,[],0.0
adinavgare,BasicJavaPrograms-Fresher-s-Interview-.git,[],0.43760473
cbkurz,kieker-extension-performanceanalysis.git,[],0.25975493
silkyafina,Latihan65.git,[],0.0
6-n0kim,BaekJoon.git,[],0.51763797
choyounghwan,notice_board_project.git,[],0.0
KarmaDeb,KarmaAPI.git,[],0.31562066
RafaAndrade11,projeto_hibernate_ebac.git,[],0.58927196
aimanfatima,ds-algo.git,[],0.0
TheDevTec,TheAPI.git,[],0.70800495
AH82021,dailyDSA.git,[],0.0
incheol789,algorithm.git,[],0.0
Industrial-Reforged,industrial-reforged.git,[],0.55002695
atharva2109,LeetCodeDailyProblems.git,[],0.0
civangc,coches.git,[],0.73518467
DerpFest-AOSP,frameworks_base.git,[],0.5185189
Negative-Games,alumina.git,[],0.33740604
makaylacodes,LightsOut.git,[],0.25613362
desenvolvedor-rss,Springboot.git,[],0.0
gitbucket,markedj.git,[],0.44839332
sehmusaydogdu,spring-jdbcclient.git,[],0.0
usernameB99,Pokemon.git,"[482, 745, 1924, 2184, 2285]",1.0
cbrewitt,flipping-ai.git,[626],1.0
sshtools,jajafx.git,[],0.0
Junior-Stranner,page-Boletos-JDBC.git,[],0.34249067
Glitchfiend,GlitchCore.git,[],0.43786743
nzo2020,Ex5.2.git,[],0.0
jenkinsci,zos-connector-plugin.git,[],0.4528514
SuperStep,leetcode-problems.git,[],0.4473109
younik2304,JAVA-SOCIAL-NETWORK-PROJECT.git,[],0.4342043
RecraftorsMC,Loded.git,[],0.3620105
oqureshi-oq,LeetCode-Practice.git,[],0.4473109
ace-lectures,2aa4-tennis.git,[],0.0
mobile-desk,PuzzleSprint.git,[],0.7436005
abdelghafour77,TaskFlow.git,[1095],1.0
TommyLeeCookSE,SpringBoot_Test_Project.git,[],0.45030564
DverkaSK,SkinAnatomy.git,[],0.7233499
Sinytra,ConnectorExtras.git,[],0.600928
J-Klinke,BackupApplicationFX.git,[2435],1.0
oneMillionWorlds,DeepTokens.git,[],0.40929854
jbredwards,Nether-API.git,[],0.35607865
cs-intro-reichman,hw02-litancherikover.git,[],0.4051617
bcrow99,DeltaEncoder.git,[],0.5775316
otovic,LudoFX.git,[],0.30764782
zini9188,BaekJoon.git,[],0.0
gigaherz,ToolBelt.git,[],0.44883525
xipki,xipki.git,[],0.4295838
Thibault-be,MOOC-Helsinki-Java-2.git,[],0.52824044
moartc,leetcode-solutions-java.git,"[1263, 2164]",0.9131384
JaejunHan,Algorithm.git,[],0.6357526
danilrevyakin,parallel_computing_inverted_index.git,[],0.44625852
HbmMods,Hbm-s-Nuclear-Tech-GIT.git,[],0.5432061
rodmag,Algoritmos_TreinaWeb.git,[],0.6252385
JetBrains,pty4j.git,[],0.0
matheusreis041987,KnnSystem.git,[626],1.0
za6200,Ex10_year2.git,[],0.6684746
wishpath,Speech.git,[],0.34290773
Matthias-Thiele,TaMM.git,[],0.0
dhaamit,Ecommerce.git,[877],1.0
Handball-Analyzer,Backend.git,[],0.0
mcavalle,projeto-curso-java.git,[],0.57074404
metamechanists,MetaLib.git,[],0.5282322
AmirHBahrami,classic_curser.git,[],0.26509738
jaemin6552,Algorithm.git,[],0.0
medaminerjb,springquiz.git,"[611, 748, 798, 943, 2029, 2081]",0.90800357
InsurgenceNetwork-LLC-Development,BossBarAddon-IBoostersAddon.git,[],0.0
bokyeongkk,Algorithm.git,[],0.546898
DiagonAlley36,PrimaryJava.git,[],0.43046242
EmanuelaGeorgieva,SoftUni-Software-Engineering.git,[308],1.0
mathisdt,bibleserver-scraper.git,[],0.30379304
oracle,coherence.git,[],0.0
danielthls,dscommerce.git,[],0.37066045
GregTechCEu,GregTech-Modern.git,[],0.43348294
nitin1999n,Shooting-action-Game.git,[],0.3502691
timmaxx,MultiVariantTileGames.git,[],0.0
Jimmylawson,Zookeeper.git,[],0.27563187
LachezarTsK,Count-Executable-Lines-of-Code.git,[],0.0
abhiroop43,school-mgmt-api.git,[],0.4697243
DejavuNerdPro,BridgeDesignPattern.git,[],0.30019793
elver5041,enginyeria-del-programari.git,[],0.0
basecase0,DSA.git,"[799, 1270]",0.8508723
VarenM,NerdleSolver.git,[],0.36794198
kerembkmz,Vehicle-Renting-Software.git,[],0.0
yotamlevit,JavaAlgorithm.git,[],0.49525633
loyispa,jgc_exporter.git,[],0.39702174
francisohara24,programming-with-java.git,[],0.41476235
lsw6684,CIH.git,[],0.0
rfresh2,ZenithProxy.git,[],0.57337093
adena-welt,minimizador-LFA.git,[],0.0
hongngckhnhv,NLCS_JavaFx.git,[],0.0
GFelberg,NoTotemHand.git,[],0.47671187
GaHee99,codingTest.git,[],0.51763797
rymcu,forest.git,"[473, 1297, 1498]",0.9208649
dev-team-study,algorithm-study.git,[],0.0
trydofor,professional-mirana.git,[],0.3371663
ahunigel,jenkins-starteam-plugin.git,[],0.70800495
Glitchfiend,ToughAsNails.git,[],0.4210732
songbyhyeok,PolymorphismGame.git,[],0.0
LeoScott613,apple_retailer_db.git,[],0.0
xuhao120833,SeekBar.git,[],0.0
aizuda,flowlong.git,[],0.0
RebecaCamilo,PoC-Redis.git,[],0.28294525
hyeji111544,Java.git,[],0.0
ToughTechs151,robot-template.git,[],0.0
MuhammadAIkram,AndroidProjetMaraicher.git,[],0.0
Elyahu41,RabbiOvadiahYosefCalendarApp.git,[],0.38606542
rogeriobgregorio,book-management-system.git,[],0.0
kudongku,kiosk.git,[],0.0
StevenBarzola,POO-P3-G03.git,[],0.36316702
JO-ji-soo,JavaLesson.git,[],0.0
Ashwin0229,K-means-Clustering.git,[],0.55889267
samuel-melo1,SistemaDeBiblioteca.git,[],0.0
vuongducthoai,DaiLy_Leetcode_Chalenge.git,[],0.0
rabbitmq,rabbitmq-perf-test.git,[],0.63946384
snehayv-1998,CoreJava-DSA.git,[],0.69071704
dromara,Jpom.git,[],0.0
JinLeebriller,AlgorithmStudy.git,[],0.0
ZinnaChoi,Today-I-Learned.git,[],0.0
GiJungPark,CodingTest_JAVA.git,[],0.51763797
Lucas-Jacchetti,ProjetoXadrezJava.git,[],0.0
huifer,javaBook-src.git,"[482, 745, 1924, 2184, 2285]",1.0
