user,repo,simTL,maxSC
akmsw,armame-el-doparti.git,[],0.58847666
mlhaus,Open-Source-2023-tue-night.git,[],0.3676606
ryansakurai,socket-file-transfer.git,[],0.39702502
706com,Algorithm_Study.git,"[2524, 2386, 2344]",0.8631563
kdillo893,simplestFrontToBack.git,[],0.37944013
AkankshyaPany,javapractice.git,[],0.49948746
d4r1v506,proyecto_final.git,[],0.57655746
miraprabhakar,Chopsticks.git,[],0.57807136
Manbas02,vehicles-gca.git,[],0.0
mohdazlan,DVAS.git,[],0.42954984
0bliviat3,Algorithm.git,[],0.51763797
vound-software,intella-crawler-scripts.git,[],0.39225677
Dokjahyung,dataStructuresMLB.git,[],0.5149506
fracpete,gsonlines.git,[],0.3039288
MangoRageBot,MangoBot.git,[],0.4421063
vineeta23,xyz.git,[],0.0
saikumar-capg23,OnlineLaundryApplication.git,[],0.42781624
LostLuma,server-stats.git,[],0.4153441
Tirasa,flowable-leftovers.git,[],0.39316067
entur,netex-java-model.git,[],0.398981
marshfellow42,Projeto_POO_Swing.git,[],0.46178335
bitctrl,com.bitctrl.git,[],0.0
dangphuc1902,java_cybersoft.git,[],0.446259
AlejandroIsaac,patron-DTO-spring.git,[],0.71892065
bboodd,algorithm_java.git,[],0.0
no1hkg,Password_Encryption_GUI.git,[],0.42374972
Space-Club,Backend.git,[],0.0
AsyncTI4,TI4_map_generator_bot.git,[],0.65821546
mufidbrown,RESTful-API-SpringBoot-SQLServer.git,[],0.0
lukez2022,ImageModClass.git,[],0.0
piomin,sample-quarkus-microservices.git,[],0.4110772
coholic,algorithm.git,[],0.46310225
reltonfidelisdev,TrilhaDigitalWebBackEnd.git,"[2022, 2172]",1.0
open-feature,java-sdk.git,"[1150, 128, 1070, 348, 991, 2076, 2273]",1.0
mybatis,guice.git,[],0.7649585
hipese,Groovy_project.git,[],0.0
reinnatan,SimpleWMS.git,[],0.0
otto-de,gitactionboard.git,[626],1.0
bratkartoffel,security-jwt-examples.git,[],0.58078843
ivyan26733,BacktrackingAndDynamicP.git,[],0.0
Govindrm7,Leetcode-DSA.git,[],0.0
POO2023-02-UNALMED,taller-9-java-Agua-bit.git,[],0.4051617
Songdoeon,Algorithm_Study.git,[],0.51763797
Jaeework,fastcampus-project-board.git,"[473, 1297, 1498, 236, 788, 2173, 2141, 2445, 909, 740, 1731]",1.0
AthenZ,athenz.git,[],0.35140133
SirCremefresh,wiki-to-neo4j-csv-parser.git,[],0.78854847
Jorados,capston.git,"[473, 1297, 1498, 236, 788, 2173, 2141, 2445, 909, 740, 1731]",1.0
TaniaTorres26,prog3.git,[],0.66029465
kjh8673a,Moonrise.git,[626],1.0
entur,numeric-fieldmask.git,[],0.0
BlackBeltTechnology,judo-meta-psm.git,[],0.0
GSDE-FURG,CREsT-Development.git,[],0.0
c4rlosmonteiro,data-structures.git,[],0.5389398
RabbitOpen,full-link-trace.git,[],0.0
BlackBeltTechnology,judo-meta-liquibase.git,[],0.6858401
BlackBeltTechnology,judo-meta-asm.git,[],0.0
piomin,sample-quarkus-applications.git,[],0.6198783
MillsAdam,Fishfolio.git,[],0.2990149
BlackBeltTechnology,judo-meta-measure.git,[],0.3936542
jpvasconcelos-m,sistema-chamados.git,[],0.0
sidchadha1234,CSCI310FinalProject.git,[],0.35634056
BlackBeltTechnology,judo-meta-query.git,[],0.4427603
arocompany,sitmatch.git,[],0.0
INRIA,spoon.git,[],0.24282949
BlackBeltTechnology,judo-meta-rdbms.git,[],0.48734367
PiscesTH,2023-java.git,[],0.0
suphachok2306,sd-portal-service.git,[],0.0
isba1,SWAP.git,[],0.3083216
rherbst123,TheBoysMod.git,[],0.24327987
PYHAO-2227,DSA_PYHAO.git,[],0.58365864
quentin452,OptimizationsAndTweaks.git,[],0.35070786
lisa-lumos,java-projects.git,[],0.58426493
JohT,alias.git,[],0.55289876
1mbalducci,HackerRack-Challenges-Java.git,[],0.0
Ssolis2022,SensorProximidad.git,[],0.0
Ganz0k,Macrociclos_Equipo4.git,[],0.0
parkuijin,SimmongsBackend.git,[],0.0
Rafael-Espinosa-Bramasco,TL-AS.git,[],0.0
klesiossss,order-purchase.git,[],0.27661052
siddharth27gargava,Leetcode_Practise.git,[],0.4473109
swavekl,AuroraTMSJava2.git,[],0.45236763
wso2,micro-integrator.git,[],0.30985007
evosystem-jp,broccoliSeedDetector.git,[],0.4338226
zhaoweilong007,zhihuCrawler.git,[],0.0
ZanahZDK,rest-api-parking-finder.git,[],0.0
quintenadema,cordova-plugin-update-nrf.git,[],0.3550771
HYEON-Park,JAVA.git,[],0.0
koushik-dasss,CLG-ASGN-CLH.git,"[473, 1297, 1498, 236, 788, 2173, 2141, 2445, 909, 740, 1731]",1.0
2oo1s,CodingTest.git,[],0.51763797
alexwu727,mylo-backend.git,[],0.32463253
pcyfox,PCommon.git,[],0.0
erikjohns,BayesianNetwork.git,[],0.0
JaemT1,demoProyectoClinicaBackend.git,[],0.446259
abrahimcse,Employee-Demo-One.git,[],0.0
ricelumps,Tjeoun_TeamProject.git,[],0.44487342
pankuweb,rnfirebaseloginwithgoogle.git,[],0.0
Ekallium,1A-SIB_20_Moch.HaikalPutraMuhajir.git,[],0.0
orolhawion,docker-calculator.git,[],0.0
HurDong,Algorithm.git,[],0.0
lf-lang,lingua-franca.git,[],0.52285415
dev-aj001,Fiscra2023.git,[],0.0
abbas-khan-mohammad,DSA-Bootcamp-Java.git,[],0.54590964
TruongLamm,UITFRIEND_APP.git,[],0.62190527
POO2023-02-UNALMED,taller-9-java-Hasself16.git,[],0.4051617
Teemo-Wanted,GIS_Restaurant_Service.git,[626],1.0
52baichiyu,smart_campus_app.git,[],0.3981853
dhatim,dropwizard-jwt-cookie-authentication.git,[],0.46511534
quentin452,DangerRPG-Continuation.git,[],0.0
finnchen26,Homework.git,[],0.3090385
MrNavaStar,protoweaver.git,[],0.34309992
15521142480,flycloud.git,"[473, 1297, 1498, 236, 788, 2173, 2141, 2445, 909, 740, 1731]",1.0
NathanElshaw,Java-Journey.git,[],0.43933272
righthunkwon,Algorithm-study.git,[],0.0
wonchanjoo,TIL.git,[],0.0
dmitryh2004,java.git,[],0.0
Dokyung-Hwang,CSAlgo.git,[308],1.0
TeoBaiocchi,Java_Practicas.git,[],0.0
Robert-Stackflow,CloudOTP.git,[],0.51764584
Albresky,sPlayer.git,[],0.0
open-feature,java-sdk-contrib.git,[],0.38435724
deebakkarthi,kcc.git,[],0.0
monarch-initiative,hpo2robot.git,[],0.4924159
dongseoki,bside_311.git,[],0.0
cubefs,compass.git,[],0.5090107
Sayyiditow,chronicle-db.git,[],0.5248687
Emma8576,Carpooling.git,[],0.5865478
