user,repo,simTL,maxSC
apache,incubator-paimon.git,[],0.41256678
Spharos-final-project-WOOYANO,User.git,[],0.0
xl-xueling,xl-lighthouse.git,[],0.0
ttqp2812fi,selenium-framework-nopcommerce.git,[],0.6035595
najaeseong1,Java_basic.git,[],0.0
numen06,JBM.git,[],0.5694423
DanySK,conrec.git,[],0.35638645
Whalien3520,kattis-solutions.git,[1263],0.9645979
WSRWavedroids,CenterStage.git,[],0.7436005
Xilinx,RapidWright.git,[],0.0
skemono,UVGMeet.git,[],0.0
rasec1106,PizzaTesla.git,[],0.0
TejasDharmik12,VotingSystem_Using_SpringBoot.git,[],0.2880056
gfgdgdfgfgsg,Segundo-Parcial.Practicas.git,[],0.0
moA-meetingPlatform,BE-SEARCH.git,[],0.446259
ilsy23,JavaBasic.git,[],0.0
choipasak,java_basic.git,[],0.0
exarchfiend,spring-shop-demo.git,[],0.0
almenovlex,airlines7-backend.git,[],0.0
maam6073,codetree-TILs.git,[],0.0
pincoins,durian.git,[],0.5859216
SWATHIBHUMA,JDBC-CRUD-OPERATIONS.git,[],0.0
omargabrielaguilar,camber.git,[],0.0
lluanps,Algaworks-especialista-Spring-rest.git,[],0.43503156
1ranxu,luooj-backend-microservice.git,[],0.0
vedantzope9,LeetCode_Questions.git,[],0.6397509
acrenwelge,RevaturePro-Automation.git,[],0.72090757
TomazdeAquino,atualiza_notas.git,[],0.48419273
TWiStErRob,net.twisterrob.sun.git,[],0.0
muety,kit-mensa-scraper.git,[],0.65857595
ballerina-platform,fhir-tools.git,[],0.52182627
Alagant,LibreClinica.git,[],0.0
keeeper85,CodeGym.git,[],0.58104044
Pbhacks,OIBSIP.git,[],0.0
zigad,Charging-Stations-in-Slovenia.git,[],0.39924914
huru-huru,huruhuru-Server.git,[],0.0
juanSe756,ISArtesaniasBetty.git,[],0.57655746
devmariaeliana,Intro_JAVA.git,[],0.0
NotPseudo,LexiClient.git,[],0.47602063
PoojaGadagi08,LeetCode-.git,[],0.0
jorgealfonsogarcia,java-spring-webflux-reactive-recommender.git,[],0.4012289
rhdxhd,StudyAndroid.git,[],0.0
orchingly,wvp-android.git,[],0.0
kjh8673a,-Algorithm.git,[],0.51763797
JaewoongHur,Algorithm.git,[],0.51763797
Uangi,Coobject.git,[928],1.0
pavansaigopala,RecursionRevision.git,[],0.0
tuxe88,ICBalizaTester.git,[],0.0
DominiqueNix,expense-tracker.git,[],0.39263463
SubmergedDuck,SocialSquad.git,[],0.0
hurontrara,muchu-server.git,[],0.59254664
AmyLovelace,springboot-restful.git,[],0.6523333
metadatacenter,cedar-artifact-server.git,[],0.43824825
JJRoot822,MovieGenius.git,[],0.31277743
ttasjwi,algorithm.git,[],0.0
MichaelC27,Fiscalito_V.2.git,[],0.0
Maps-Messaging,jms_selector_parser.git,[],0.25974023
rodrigomoreir4,Java.git,[],0.0
limvik,budget-management-service.git,[],0.0
BrantKijin,advance_spring.git,[],0.0
seungjjun,coding-life.git,[],0.0
anandkulkarni147,Event-Management-System.git,[],0.42581746
bigbadcyborg,chess.git,"[482, 745, 1924, 2184, 2285]",1.0
rikenson,reactive-pocs.git,[1199],0.81598943
Yang-soeun,algorithm.git,[],0.0
apache,commons-io.git,[],0.0
specializeddevel,practicas_spring_2023.git,[],0.0
Willliamxh,NIO_BIO_Learning.git,[],0.0
ODooHo,Project_public_offering_stock.git,[],0.0
aliyun,aliyun-openapi-java-sdk.git,[],0.0
SosoDeen,CS321-Project.git,[],0.6411055
SamiryHernandez,Tarea2_3.git,[],0.0
moon8997,bojHub.git,[],0.51763797
minahYu,algorithm.git,[],0.51763797
yujung0,Algorithm_Programmers.git,[],0.51763797
astral0525,Algorithm.git,[],0.51763797
jyshine,TIL.git,[],0.0
Vindeflei,CIS111B.git,[],0.61286134
gustavo-candidoo,espm.estruturadedados.2023.2.git,[],0.0
AkumaEX,beecrowd.git,[],0.0
openjdk,lilliput-jdk21u.git,[],0.0
wiil4,TodolyAPITesting.git,"[473, 1297, 1498, 236, 788, 2173, 2141, 2445, 909, 740, 1731]",1.0
adnannassar,JavaGrundlagen_2024.git,"[482, 745, 1924, 2184, 2285]",1.0
AldoMunoz,junopoker.git,[],0.0
LOOHP,InteractiveChat-DiscordSRV-Addon.git,[],0.3540784
Delichori,SpringBootDelichori.git,[],0.0
mauricio27anselmo,SmartVideoLocadora.git,[],0.5079879
rayokota,kareldb.git,[],0.41516736
TalhaShan,ProblemSolving.git,[],0.0
Juveriyafa,LGMVIP-JAVA-02.git,[],0.2477874
Fra1do,simpleRestAssuredProject.git,[],0.40614036
hij2696,Algorithm.git,"[2022, 2172]",1.0
mportilho,runestone-forge.git,[],0.5657907
uio-bmi,crypt4gh.git,[],0.66287017
skyppye,MVC_helloworld.git,[],0.7522723
Rancbar,embedded-redis.git,[],0.39687565
nicholascabrera,Password-Database.git,[],0.34940782
JRafaelLobo,ProyectoEstu2_FileManager.git,[],0.62167346
erasyl290,OOP.git,[],0.78816766
rahul003t,Leetcode-Dsa.git,[],0.4473109
FilipJirsak-Czechitas,j2w-lekce08.git,[],0.0
SEMP,lib-utilidades.git,[],0.0
AHMEDJEMAII,Codename-one---User.git,[],0.28306827
kay-ne,Prob_Stats.git,[],0.61286134
bryansantosdeve,JavaDump.git,[],0.5213404
AbhilashBinkam,spring-security-oauth2.git,[],0.460208
public-key-cryptography,public-key-editor.git,[],0.31881574
tlg-23-10-sde-4,BlackJack_Team6.git,[],0.0
JoseCarlosBaque,Gacha-2DAM.git,[],0.0
gabuh,lp2p1.git,[],0.0
nuxeo-sandbox,nuxeo-ldt-parser.git,[],0.751671
Benjamin-Tso,unit1-4Project_Benjamin_Tso.git,[],0.0
SkillUpTech,Linux-automation.git,[2037],1.0
apache,commons-vfs.git,[],0.0
GabrielFQuaresma,AEDS2.git,[],0.0
tamiresrigotti,pessoas.git,[],0.0
isevenluo,github-hosts.git,[1314],1.0
raulrobinson,demo-crud.git,[],0.7306491
formkiq,formkiq-core.git,[],0.28908712
mateusnere,decoder-auth-user.git,[],0.58927196
dieter-project,WithPT-BE.git,[],0.0
YohannaOliveira,dslist.git,[],0.0
seohwoo,wherego.git,[],0.0
ForgeRock,forgerock-android-sdk.git,[],0.0
andreFelipeHFuck,BAN1.git,[],0.23606504
Fall23csc509,CodeVillage.git,[],0.5021211
FasterXML,jackson-datatype-hibernate.git,[],0.3995147
openrocket,openrocket.git,[],0.57655746
merrymitch,COMP1210.git,[],0.0
starrksn7,LeetCode-exercises.git,[],0.4473109
Mateus-Gabardo,85ESE-web-crawler-scheduler.git,[],0.0
WilliamCP19,Java-Spring---DevSuperior-DList-.git,[],0.0
heyhoje,Coffee.git,[],0.45239717
iribastrillo,DDA.git,[],0.61286134
wrytherUC,TrailAnywhere.git,[],0.5716074
BEJOSCHR,BattleProgress_Client.git,[],0.0
pnlkc,CodingTest.git,[],0.0
loft897,HighTestEval.git,[],0.0
jcamacho0,ProyectoFinal.git,[],0.0
BarelyAnXer,HydroGrowth.git,[],0.4215668
neilnathanhidalgo,IEM_PROTOTYPE.git,[],0.62122566
EkaterinaBadratdinova,library-project.git,[],0.761711
SoftwareAG,cumulocity-clients-java.git,[],0.3582973
arthurvaguiar,mini-autorizador.git,[],0.0
Suxxxxhyun,SSAFY_CodingTest.git,[],0.0
FrancisCarolina,lavaTech.git,[626],1.0
World1-6,World1-6Utils.git,[],0.37203366
kx412764776,algorithms_java_implementation.git,"[1270, 799]",0.85809565
Swumo,Residence.git,[],0.70800495
ask0ldd,SpringBootRestAPI.git,[],0.3873074
Noaaan,MythicMetals.git,[],0.36605474
Ulrich-Mbouna,Coursera-Data-Structures-and-Algorithms-Specialization.git,[],0.39555842
adilk0728,mark-alive.git,[],0.0
afcoelho44,ARtour-backend.git,[],0.4881531
samcab28,Caso-3-SBJ.git,[],0.66029465
skrjukov,topjava30.git,[],0.0
ISCODIGO,210-2023-3.git,[],0.0
Hunter-Lee-13,CS405-Project2.git,[],0.0
fhircat,fhir-sparql.git,[],0.36757472
sergueik,springboot_study.git,[],0.4287153
cejinn,programmers_lv1.git,[],0.0
deltachat,deltachat-android.git,[],0.51084965
KieranP,Game-Of-Life-Implementations.git,[],0.44616836
LeandroOliveira1990,Santander-Coder-2023-Java.git,[],0.64240026
gdssvpp,SpringDataREST.git,[626],1.0
CSE-131-Fall-23,studio-8-aaaafujiisun-studio8.git,[],0.4051617
Martinoxido,SoSelf.git,[],0.52285653
GreenfieldTech,irked.git,[],0.39923102
mrugerio,AcademiaOct23.git,[],0.0
Psycomentis06,fxrepo.git,[],0.54462767
GoogleCloudPlatform,mqtt-cloud-pubsub-connector.git,[],0.70307434
mathdsong,hp_swe_practice.git,[],0.39976257
CSE-131-Fall-23,studio-8-emrah-studio8.git,[],0.4051617
TheUnpunished,tmxtool.git,[],0.50280213
Avoid-water-balloons,CrazyArcade.git,[],0.0
Satoshi-Tb,SpringBootSample2023.git,[],0.0
Gklayver,projeto-barbearia.git,[],0.0
Kodoku-Shinku,Dinosaurios.git,[],0.62951523
antonovdmitriy,it-notes.git,[],0.24324688
Evolveum,midpoint-samples.git,[],0.7278302
Thatsmusic99,HITW-SMPShitpost.git,[],0.35208747
SkylarRohter,sManagement.git,[],0.0
joaorodriguesz,guess-the-word.git,[],0.36617893
ranylsonxbr,cliente-pet.git,[],0.44439387
mmakos,Advent-of-Code.git,[],0.0
dtmiranda,movies.git,[],0.0
Relesi,projeto-impacta.git,[],0.0
ndviet,test-automation-fwk.git,[],0.36063147
NuyyKatazou,DestriumMod.git,[],0.0
AlbertPour,PGRF_Projekt2.git,[],0.0
brodbleo,GED-Tool.git,[],0.0
xyzsd,dichotomy.git,[],0.5915695
thetosinfaith,java-deitel-solutions.git,[],0.5459862
AndrewShepetchuk0,MazeGame.git,[],0.71491486
Into-Programacion-P-Oct23-Feb24,clase06-1bim-SoyCody.git,[],0.4051617
Into-Programacion-P-Oct23-Feb24,clase06-1bim-ByronCOR.git,[],0.4051617
nikola-vasilev-99,Java-OOP-Oct-2023.git,[],0.49512884
Varoyaj,Mario-Game-Engine.git,[],0.4539775
Anfiar,taf-web-site.git,[],0.546898
irfiacre,eGarage.git,[],0.7278302
UNC-Libraries,cdm-to-boxc-migration-util.git,[],0.27893484
Into-Programacion-P-Oct23-Feb24,clase06-1bim-jpminga.git,[],0.4051617
theKnightsOfRohan,SumoSmash.git,[],0.29471186
Ferclemens,java-sistema-bancario.git,[],0.23606504
Into-Programacion-P-Oct23-Feb24,clase06-1bim-suannyy.git,[],0.4051617
AndrishAraiza,Sudoku.git,"[482, 745, 1924, 2184, 2285]",1.0
voizlav,TKT10001.git,[2640],1.0
nikosiz,MALLet.git,[],0.3590513
hartleyleo,436-Backend.git,[],0.0
andreigeorgerotariu,Leetcode-Java.git,[],0.6524315
dejvokep,repair-item.git,[],0.556718
Ziyad-Mabrouk,WSNSim.git,[],0.0
Lilianne-Blaze,demo-nativeimage-swing2.git,[],0.29097357
bugsbunnyshah,braineous_dataplatform.git,[],0.0
Ahmedmami1995,java-avec-Jenkins.git,[1095],0.8609041
googleapis,java-bigtable-hbase.git,[],0.47610897
