id,group,aritfact
68351585149469122636640694597425667667286544715412888638305331450311031224980497600734786781970432,com.xkcoding.justauth,justauth-spring-boot-starter
136703170298938245273281389194851335334573089430825777276610662900622062449960995201469573563940864,io.minio,minio
273406340597876490546562778389702670669146178861651554553221325801244124899921990402939147127881728,org.jeecgframework,jeewx-api
546812681195752981093125556779405341338292357723303109106442651602488249799843980805878294255763456,org.jeecgframework.jimureport,jimureport-spring-boot-starter
1093625362391505962186251113558810682676584715446606218212885303204976499599687961611756588511526912,org.jeecgframework.jimureport,jimureport-nosql-starter
2187250724783011924372502227117621365353169430893212436425770606409952999199375923223513177023053824,org.springframework.boot,spring-boot-starter-websocket
4374501449566023848745004454235242730706338861786424872851541212819905998398751846447026354046107648,org.springframework.boot,spring-boot-starter-mail
8749002899132047697490008908470485461412677723572849745703082425639811996797503692894052708092215296,org.springframework.boot,spring-boot-starter-aop
17498005798264095394980017816940970922825355447145699491406164851279623993595007385788105416184430592,org.springframework.boot,spring-boot-starter-validation
34996011596528190789960035633881941845650710894291398982812329702559247987190014771576210832368861184,commons-lang,commons-lang
69992023193056381579920071267763883691301421788582797965624659405118495974380029543152421664737722368,org.springframework.boot,spring-boot-starter-freemarker
139984046386112763159840142535527767382602843577165595931249318810236991948760059086304843329475444736,com.baomidou,mybatis-plus-boot-starter
279968092772225526319680285071055534765205687154331191862498637620473983897520118172609686658950889472,com.alibaba,druid-spring-boot-starter
559936185544451052639360570142111069530411374308662383724997275240947967795040236345219373317901778944,com.baomidou,dynamic-datasource-spring-boot-starter
1119872371088902105278721140284222139060822748617324767449994550481895935590080472690438746635803557888,mysql,mysql-connector-java
2239744742177804210557442280568444278121645497234649534899989100963791871180160945380877493271607115776,com.microsoft.sqlserver,sqljdbc4
4479489484355608421114884561136888556243290994469299069799978201927583742360321890761754986543214231552,com.oracle,ojdbc6
8958978968711216842229769122273777112486581988938598139599956403855167484720643781523509973086428463104,org.postgresql,postgresql
17917957937422433684459538244547554224973163977877196279199912807710334969441287563047019946172856926208,org.springframework.boot,spring-boot-starter-quartz
35835915874844867368919076489095108449946327955754392558399825615420669938882575126094039892345713852416,com.auth0,java-jwt
71671831749689734737838152978190216899892655911508785116799651230841339877765150252188079784691427704832,org.apache.shiro,shiro-spring-boot-starter
143343663499379469475676305956380433799785311823017570233599302461682679755530300504376159569382855409664,org.crazycake,shiro-redis
286687326998758938951352611912760867599570623646035140467198604923365359511060601008752319138765710819328,com.github.xiaoymin,knife4j-spring-boot-starter
573374653997517877902705223825521735199141247292070280934397209846730719022121202017504638277531421638656,org.jeecgframework.boot,codegenerate
1146749307995035755805410447651043470398282494584140561868794419693461438044242404035009276555062843277312,org.jeecgframework,autopoi-web
2293498615990071511610820895302086940796564989168281123737588839386922876088484808070018553110125686554624,xerces,xercesImpl
