user,repo,simTL,maxSC
HenocSoares,Courses.git,[],0.50290304
XueleiFan,code-go.git,[626],1.0
gilbutITbook,080354.git,[],0.0
hudson-dev-system,conta-bancaria.git,[],0.0
gxywy,pixiv-daily.git,[],0.5121109
Isotope-Robotics,FRC-2024.git,[],0.0
bloxbean,yaci-store.git,[],0.7424232
CERBON-MODS,CERBONs-Better-Beacons-FORGE.git,[859],0.82643485
dctii,navigator.git,[],0.26316017
purejava,cryptomator-bitwarden.git,[],0.64121735
devltrsoft,RJPOLICE_HACK_1210_LTRIAN_OPEN-13-2.git,[],0.31774083
eunjee,Practical-Testing.git,[],0.0
APCSLowell,google-billboard-Brian0520.git,[],0.4051617
SukhmanAulakh18,Java.git,[],0.0
szyanghm,tool-box-cloud.git,[],0.0
esalmeron08,Technical-Assessment-Ford-Motor-Company.git,[],0.48650935
happykubepia,axonsample.git,"[40, 225, 284, 531]",1.0
BitBucketsFRC4183,FRC2024-Crescendo.git,[],0.0
chenhao19981227,Daily_Code.git,[],0.7578477
Anukul16,LEETCODE-SOLVED-QUESTIONS.git,[],0.4473109
rickyriosp,spring-boot-ecommerce.git,[],0.42581746
yrdsb-peths,final-greenfoot-project-WonTonnn.git,[],0.4051617
Xuedinan,CS5004Lab01.git,[],0.0
Kumpatlapavankumar,LeetCode-DataStructures.git,[],0.56037015
APCSLowell,google-billboard-5ammich.git,[],0.4051617
camunda-consulting,camunda-7-code-examples.git,[],0.4701092
Hariom-Wankhade,CODSOFT-Task-1.git,[],0.42625937
dschadow,JavaSecurity.git,[],0.3744011
Faris-0,SCHAT.git,[],0.6781731
SimY4,ImmutablesDynamoDBMapperPOC.git,[],0.0
CMHyuk,recipe-project.git,[],0.0
adaptris,interlok-cassandra.git,[],0.53675413
mkutz,Stubit.git,[],0.28754884
NhatNguyen2612,Mbbank.git,[],0.46647924
leeyeonjoo123,yj-algo-study-storage.git,[],0.51763797
legobmw99,Allomancy.git,[],0.6032425
piousankrah99,MVC-Spring-boot-Javascript---primesniper-.git,[],0.43674213
deepakrai990,data-structures-and-algo-java.git,[],0.7226232
santanusinha,dropwizard-db-sharding-bundle.git,[],0.27582538
YunaBraska,config-metadata-generator.git,[],0.4127322
Kitteh6660,TFLostBlocks.git,[],0.6288951
Tryflle,stormy.git,[2640],1.0
sandundil2002,Elite_real_estate_management_system_layered.git,[],0.53332055
Anandmalani,Twitter-Clone.git,[],0.0
zkoss,zkbooks.git,[],0.78379506
phuccoderr,SpringSecurity_JWT.git,[2640],1.0
SOubhagyaPaul,JavaSampleProgramsForBeginner.git,[],0.3305721
usha07547,GUESS.git,[],0.5249646
entur,netex-utils.git,[],0.5899012
ChamanGurjar,spring-security-java.git,[],0.7226232
yongtae,com.jpawithmybits.sample.git,[],0.0
mccollegestudent,SDA-Hymnal_To_ProPres_Format.git,[],0.39680085
FrapoDev,Teste-TGID-.git,[],0.0
chomchom96,algorithm.git,[],0.51763797
jkh7562,backjun.git,[],0.51763797
bibekaryal86,simple-jetty-container.git,[],0.0
bibekaryal86,app-skeleton-nospringboot.git,[],0.2927778
bibekaryal86,pets-gateway.git,[],0.71975565
veenoise,keykeep.git,[1375],0.8822282
alex-oos,learn-java.git,[],0.0
Alexey-Sutyrin,java-sprint9-hw-filmorate.git,[],0.6178154
MoCo-v2,moco-v2-backend.git,[],0.0
javiki57,asignatura-204-ED.git,[],0.0
SLASCONE,SLASCONE-demo-java.git,[],0.60194916
mntcnd,SeatSyncTickets-nw2d-ctcc0513.git,[],0.27150142
bar00ng,face-recognition-attendance-app.git,[],0.66379184
OgungbeniOpeoluwa,leetCodeAssessment.git,[],0.0
TabbyisTrans,SchoolWork2024.git,[],0.45241728
Devansh4522,-100DaysOfCode.git,[],0.58426493
mohamed-nawas,ipay-payment-gateway.git,[],0.3247352
sudamghorpade7836,Basic-Java.git,[],0.0
JBelusa,Restaurant.git,[],0.0
