user,repo,simTL,maxSC
kotb1,Train-Station.git,[],0.0
MarcPetitdemange,advent-of-code-2023.git,[],0.5469492
leorga044,Trabajo.git,[],0.0
AndreBarros1,CRUD_Estudantes.git,[],0.0
ducktordanny,aoc.git,[],0.4395886
ACS-POO-2CB,acs-2cb-poo-tema1-2023.git,[626],0.8004303
firasAltayeb,mini-java-projects.git,[],0.5781923
marwis1995,invoicing-system-marek-wisniewski-EN.git,[],0.5743862
Dghost32,Users-Microservice-Springboot.git,[],0.47103393
VictoriaCampos07,Victoria-Campos-IF6100Examen2_C08854.git,[],0.0
alxkls,xsweater.git,[],0.68744105
Pioter17,MWO5.git,[],0.0
frc5417,JavaTrainingMaterials.git,[],0.32812816
TuNisiAa-guy,Connect-Four.git,[],0.49900168
UI-DS-02,stack-zahra-mortazavi.git,[],0.4051617
PedroFigueredo560,Clean-Architecture.git,[],0.37066045
dylanz13,Advent-Calendar.git,[],0.61286134
SebasAndres,Algoritmos-y-Estructuras-de-Datos-UBA.git,[626],1.0
Rushi-creates,BoxShare.git,[],0.35126346
anabat8,to-do-app.git,[],0.4120921
persa666,java-shareit.git,[],0.41899794
EmiroMercado,Proyecto-ejemplo-git.git,[],0.6258067
jpenilla,squaremap.git,[],0.48443395
gudrb4869,algorithm_repo.git,[],0.0
Soledad1988,AppGym-JDBC-MySQL-Java.git,[],0.0
CubeWhyMC,celestial.git,[],0.58927196
samynagy,Clinic-Management-System.git,[],0.35990936
yegor256,s3auth.git,[],0.47510114
borgebj,Kattis.git,[],0.0
Snownee,SnowRealMagic.git,[],0.0
RefracDevelopment,SimpleGems.git,[],0.44602895
IanCoetzee1,capacitor-device-permissions.git,[],0.39544702
iaaboy,CodingTestStudy.git,[],0.0
Ignas,nukagit.git,[],0.54507744
HawaiianBullet,coding-test.git,[],0.43580526
DataLinkDC,dinky.git,[],0.64883816
kalongn,LeetCode_Solution.git,[2640],1.0
apache,incubator-streampark.git,[2078],0.95002025
5seung,algorithm-practice.git,[],0.51763797
isatiss73,Snake.git,"[2022, 2172]",1.0
apache,commons-logging.git,[],0.0
an9rya,ICS4U0-Final-Project.git,[],0.0
duberlyguarnizofuentesrivera,BcpCommitHelper.git,[],0.35619983
dashpay,dashj.git,[],0.0
ffe4el,HeatIsland-APP1.git,[],0.0
Pigmice2733,bunnybot-2023-a.git,[],0.47256818
